Anime,Character,Role,Favorites,char_url
Tropical-Rouge! Precure,"Suzumura, Sango",Main,32,https://myanimelist.net/character/190404/Sango_Suzumura
Tropical-Rouge! Precure,"Takizawa, Asuka",Main,21,https://myanimelist.net/character/190406/Asuka_Takizawa
Yoake Tsugeru Lu no Uta,Lu,Main,40,https://myanimelist.net/character/148648/Lu
Aikatsu Stars! Movie,"Nijino, Yume",Main,163,https://myanimelist.net/character/138458/Yume_Nijino
Aikatsu Stars! Movie,"Sakuraba, Rola",Main,46,https://myanimelist.net/character/138463/Rola_Sakuraba
Aldnoah.Zero,"Kaizuka, Inaho",Main,2149,https://myanimelist.net/character/103693/Inaho_Kaizuka
Aldnoah.Zero,"Troyard, Slaine",Main,1066,https://myanimelist.net/character/103695/Slaine_Troyard
Aldnoah.Zero,"Vers Allusia, Asseylum",Main,166,https://myanimelist.net/character/103697/Asseylum_Vers_Allusia
Alps no Shoujo Heidi,Heidi,Main,105,https://myanimelist.net/character/8827/Heidi
Chobits,"Motosuwa, Hideki",Main,249,https://myanimelist.net/character/225/Hideki_Motosuwa
Cider no You ni Kotoba ga Wakiagaru,Cherry,Main,222,https://myanimelist.net/character/177453/Cherry
Cider no You ni Kotoba ga Wakiagaru,Smile,Main,179,https://myanimelist.net/character/177454/Smile
D4DJ All Mix,"Aimoto, Rinku",Main,93,https://myanimelist.net/character/181305/Rinku_Aimoto
D4DJ All Mix,"Akashi, Maho",Main,85,https://myanimelist.net/character/181306/Maho_Akashi
D4DJ All Mix,"Aoyagi, Tsubaki",Main,44,https://myanimelist.net/character/181321/Tsubaki_Aoyagi
D4DJ All Mix,"Fukushima, Noa",Main,39,https://myanimelist.net/character/181316/Noa_Fukushima
D4DJ All Mix,"Hanamaki, Towa",Main,24,https://myanimelist.net/character/181315/Towa_Hanamaki
D4DJ All Mix,"Hidaka, Saori",Main,21,https://myanimelist.net/character/181319/Saori_Hidaka
D4DJ All Mix,"Inuyose, Shinobu",Main,47,https://myanimelist.net/character/181310/Shinobu_Inuyose
D4DJ All Mix,"Izumo, Saki",Main,69,https://myanimelist.net/character/181313/Saki_Izumo
D4DJ All Mix,"Miyake, Aoi",Main,46,https://myanimelist.net/character/181324/Aoi_Miyake
D4DJ All Mix,"Mizushima, Marika",Main,16,https://myanimelist.net/character/181318/Marika_Mizushima
D4DJ All Mix,"Oonaruto, Muni",Main,94,https://myanimelist.net/character/181307/Muni_Oonaruto
D4DJ All Mix,"Sakurada, Miyuu",Main,26,https://myanimelist.net/character/181325/Miyuu_Sakurada
D4DJ All Mix,"Seto, Rika",Main,31,https://myanimelist.net/character/181317/Rika_Seto
D4DJ All Mix,"Shimizu, Esora",Main,20,https://myanimelist.net/character/181312/Esora_Shimizu
D4DJ All Mix,"Shiratori, Kurumi",Main,23,https://myanimelist.net/character/181327/Kurumi_Shiratori
D4DJ All Mix,"Togetsu, Rei",Main,65,https://myanimelist.net/character/181308/Rei_Togetsu
D4DJ All Mix,"Yamate, Kyouko",Main,102,https://myanimelist.net/character/181309/Kyouko_Yamate
Gimai Seikatsu,"Asamura, Yuuta",Main,64,https://myanimelist.net/character/193571/Yuuta_Asamura
Gimai Seikatsu,"Ayase, Saki",Main,367,https://myanimelist.net/character/193134/Saki_Ayase
Hakkenden: Touhou Hakken Ibun,"Inukai, Genpachi",Main,59,https://myanimelist.net/character/53741/Genpachi_Inukai
Hakkenden: Touhou Hakken Ibun,"Inukawa, Sousuke",Main,39,https://myanimelist.net/character/65821/Sousuke_Inukawa
Hakkenden: Touhou Hakken Ibun,"Inuzuka, Shino",Main,263,https://myanimelist.net/character/65819/Shino_Inuzuka
Amagami SS+ Plus,"Ayatsuji, Tsukasa",Main,928,https://myanimelist.net/character/32391/Tsukasa_Ayatsuji
Amagami SS+ Plus,"Morishima, Haruka",Main,943,https://myanimelist.net/character/32396/Haruka_Morishima
Amagami SS+ Plus,"Nakata, Sae",Main,147,https://myanimelist.net/character/32394/Sae_Nakata
Amagami SS+ Plus,"Nanasaki, Ai",Main,892,https://myanimelist.net/character/32395/Ai_Nanasaki
Amagami SS+ Plus,"Sakurai, Rihoko",Main,145,https://myanimelist.net/character/32392/Rihoko_Sakurai
Amagami SS+ Plus,"Tachibana, Junichi",Main,99,https://myanimelist.net/character/34564/Junichi_Tachibana
Amagami SS+ Plus,"Tanamachi, Kaoru",Main,693,https://myanimelist.net/character/32393/Kaoru_Tanamachi
Aoki Densetsu Shoot!,"Kubo, Yoshiharu",Main,28,https://myanimelist.net/character/5614/Yoshiharu_Kubo
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,"Chihaya, Gunzou",Main,40,https://myanimelist.net/character/45681/Gunzou_Chihaya
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,Iona,Main,221,https://myanimelist.net/character/45679/Iona
Boruto: Naruto the Movie,"Uchiha, Sarada",Main,1209,https://myanimelist.net/character/117791/Sarada_Uchiha
Boruto: Naruto the Movie,"Uzumaki, Boruto",Main,1928,https://myanimelist.net/character/117517/Boruto_Uzumaki
Cross Ange: Tenshi to Ryuu no Rondo,"Ikaruga Misurugi, Angelise",Main,1079,https://myanimelist.net/character/111693/Angelise_Ikaruga_Misurugi
Gunslinger Girl,Angelica,Main,21,https://myanimelist.net/character/2022/Angelica
Gunslinger Girl,Claes,Main,84,https://myanimelist.net/character/2021/Claes
Gunslinger Girl,"Croce, Jose",Main,24,https://myanimelist.net/character/2024/Jose_Croce
Gunslinger Girl,Henrietta,Main,312,https://myanimelist.net/character/2018/Henrietta
Gunslinger Girl,Rico,Main,112,https://myanimelist.net/character/2020/Rico
Gunslinger Girl,Triela,Main,420,https://myanimelist.net/character/2019/Triela
Hal,Hal,Main,33,https://myanimelist.net/character/78679/Hal
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,"El-Melloi Archisorte, Reines",Main,212,https://myanimelist.net/character/148705/Reines_El-Melloi_Archisorte
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,Gray,Main,381,https://myanimelist.net/character/147242/Gray
Mayonaka Punch,Live,Main,23,https://myanimelist.net/character/244535/Live
Mayonaka Punch,"Sonoue, Masaki",Main,38,https://myanimelist.net/character/244397/Masaki_Sonoue
Medaka Box Abnormal,"Hitoyoshi, Zenkichi",Main,333,https://myanimelist.net/character/21795/Zenkichi_Hitoyoshi
Medaka Box Abnormal,"Kikaijima, Mogana",Main,49,https://myanimelist.net/character/31177/Mogana_Kikaijima
Medaka Box Abnormal,"Kurokami, Medaka",Main,1133,https://myanimelist.net/character/21794/Medaka_Kurokami
Noblesse: Awakening,Cadis Etrama Di Raizel,Main,1913,https://myanimelist.net/character/48967/Cadis_Etrama_Di_Raizel
Noblesse: Awakening,Frankenstein,Main,1264,https://myanimelist.net/character/48753/Frankenstein
Sakura Quest,"Koharu, Yoshino",Main,179,https://myanimelist.net/character/147481/Yoshino_Koharu
Sakura Quest,"Kouzuki, Sanae",Main,24,https://myanimelist.net/character/147485/Sanae_Kouzuki
Sakura Quest,"Midorikawa, Maki",Main,33,https://myanimelist.net/character/147483/Maki_Midorikawa
Sakura Quest,"Oribe, Ririko",Main,37,https://myanimelist.net/character/147484/Ririko_Oribe
Sakura Quest,"Shinomiya, Shiori",Main,51,https://myanimelist.net/character/147482/Shiori_Shinomiya
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","Elfelt, Reanette",Main,66,https://myanimelist.net/character/235204/Reanette_Elfelt
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","Gladiatol, Rick",Main,18,https://myanimelist.net/character/235203/Rick_Gladiatol
Slayers Evolution-R,"Gabriev, Gourry",Main,186,https://myanimelist.net/character/3411/Gourry_Gabriev
Slayers Evolution-R,"Graywords, Zelgadis",Main,449,https://myanimelist.net/character/3075/Zelgadis_Graywords
Slayers Evolution-R,"Inverse, Lina",Main,2545,https://myanimelist.net/character/1169/Lina_Inverse
Slayers Evolution-R,"Saillune, Amelia Wil Tesla",Main,122,https://myanimelist.net/character/3806/Amelia_Wil_Tesla_Saillune
Vandread: The Second Stage,"Elden, Jura Basil",Main,19,https://myanimelist.net/character/1729/Jura_Basil_Elden
Vandread: The Second Stage,"Gisborn, Meia",Main,69,https://myanimelist.net/character/1730/Meia_Gisborn
Vandread: The Second Stage,"Liebely, Dita",Main,99,https://myanimelist.net/character/1727/Dita_Liebely
Vandread: The Second Stage,"Tokai, Hibiki",Main,84,https://myanimelist.net/character/1728/Hibiki_Tokai
X,"Monou, Fuuma",Main,104,https://myanimelist.net/character/442/Fuuma_Monou
X,"Shirou, Kamui",Main,581,https://myanimelist.net/character/436/Kamui_Shirou
Sunabouzu,"Asagiri, Junko",Main,52,https://myanimelist.net/character/1297/Junko_Asagiri
Sunabouzu,"Koizumi, Taiko",Main,73,https://myanimelist.net/character/1296/Taiko_Koizumi
Sunabouzu,"Mizuno, Kanta",Main,660,https://myanimelist.net/character/1295/Kanta_Mizuno
Zoids,"Flyheight, Van",Main,42,https://myanimelist.net/character/2681/Van_Flyheight
Zoids,"Linette, Elisi",Main,20,https://myanimelist.net/character/12288/Elisi_Linette
Ayakashi: Japanese Classic Horror,"Tamiya, Oiwa",Main,16,https://myanimelist.net/character/2862/Oiwa_Tamiya
Bartender: Kami no Glass,"Sasakura, Ryuu",Main,292,https://myanimelist.net/character/3741/Ryuu_Sasakura
Comic Girls,"Irokawa, Ruki",Main,77,https://myanimelist.net/character/149332/Ruki_Irokawa
Comic Girls,"Katsuki, Tsubasa",Main,109,https://myanimelist.net/character/149334/Tsubasa_Katsuki
Comic Girls,"Koizuka, Koyume",Main,36,https://myanimelist.net/character/149335/Koyume_Koizuka
Comic Girls,"Moeta, Kaoruko",Main,608,https://myanimelist.net/character/149333/Kaoruko_Moeta
Inu x Boku SS,"Miketsukami, Soushi",Main,1913,https://myanimelist.net/character/47007/Soushi_Miketsukami
Inu x Boku SS,"Shirakiin, Ririchiyo",Main,1435,https://myanimelist.net/character/47005/Ririchiyo_Shirakiin
Kaitou Joker 4th Season,"Diamond, Queen",Main,23,https://myanimelist.net/character/114851/Queen_Diamond
Kaitou Joker 4th Season,Joker,Main,70,https://myanimelist.net/character/114823/Joker
Kaitou Joker 4th Season,Spade,Main,21,https://myanimelist.net/character/114853/Spade
Kemono Jihen,"Inugami, Kohachi",Main,69,https://myanimelist.net/character/149282/Kohachi_Inugami
Kemono Jihen,"Iwakiyamayukisatoshironanogojuurokushi, Akira",Main,189,https://myanimelist.net/character/151840/Akira_Iwakiyamayukisatoshironanogojuurokushi
Kemono Jihen,"Kusaka, Kabane",Main,478,https://myanimelist.net/character/149284/Kabane_Kusaka
Kemono Jihen,"Tademaru, Shiki",Main,104,https://myanimelist.net/character/151839/Shiki_Tademaru
Kiznaiver,"Agata, Katsuhira",Main,1063,https://myanimelist.net/character/134205/Katsuhira_Agata
Kiznaiver,"Hisomu, Yoshiharu",Main,285,https://myanimelist.net/character/134206/Yoshiharu_Hisomu
Kiznaiver,"Maki, Honoka",Main,112,https://myanimelist.net/character/134212/Honoka_Maki
Kiznaiver,"Niiyama, Niko",Main,635,https://myanimelist.net/character/134209/Niko_Niiyama
Kiznaiver,"Sonozaki, Noriko",Main,920,https://myanimelist.net/character/134211/Noriko_Sonozaki
Kiznaiver,"Takashiro, Chidori",Main,720,https://myanimelist.net/character/134210/Chidori_Takashiro
Kiznaiver,"Tenga, Hajime",Main,223,https://myanimelist.net/character/134208/Hajime_Tenga
Kiznaiver,"Yuta, Tsuguhito",Main,33,https://myanimelist.net/character/134207/Tsuguhito_Yuta
Love Live! Superstar!! 3rd Season,"Arashi, Chisato",Main,179,https://myanimelist.net/character/182319/Chisato_Arashi
Love Live! Superstar!! 3rd Season,"Hazuki, Ren",Main,124,https://myanimelist.net/character/186691/Ren_Hazuki
Love Live! Superstar!! 3rd Season,"Heanna, Sumire",Main,235,https://myanimelist.net/character/186692/Sumire_Heanna
Love Live! Superstar!! 3rd Season,"Margarete, Wien",Main,34,https://myanimelist.net/character/215165/Wien_Margarete
Love Live! Superstar!! 3rd Season,"Onitsuka, Natsumi",Main,38,https://myanimelist.net/character/210710/Natsumi_Onitsuka
Love Live! Superstar!! 3rd Season,"Sakurakouji, Kinako",Main,39,https://myanimelist.net/character/210588/Kinako_Sakurakouji
Love Live! Superstar!! 3rd Season,"Shibuya, Kanon",Main,591,https://myanimelist.net/character/184716/Kanon_Shibuya
Love Live! Superstar!! 3rd Season,"Tang, Keke",Main,333,https://myanimelist.net/character/184717/Keke_Tang
Love Live! Superstar!! 3rd Season,"Wakana, Shiki",Main,58,https://myanimelist.net/character/210101/Shiki_Wakana
Love Live! Superstar!! 3rd Season,"Yoneme, Mei",Main,46,https://myanimelist.net/character/210589/Mei_Yoneme
RahXephon,"Kamina, Ayato",Main,127,https://myanimelist.net/character/1502/Ayato_Kamina
RahXephon,"Kisaragi, Quon",Main,62,https://myanimelist.net/character/1505/Quon_Kisaragi
RahXephon,"Mishima, Reika",Main,42,https://myanimelist.net/character/1504/Reika_Mishima
RahXephon,"Shitow, Haruka",Main,94,https://myanimelist.net/character/1503/Haruka_Shitow
Scrapped Princess,"Casull, Raquel",Main,36,https://myanimelist.net/character/277/Raquel_Casull
Scrapped Princess,"Casull, Shannon",Main,129,https://myanimelist.net/character/276/Shannon_Casull
Scrapped Princess,"Casull, Pacifica",Main,65,https://myanimelist.net/character/275/Pacifica_Casull
Megami no Café Terrace 2nd Season,"Hououji, Akane",Main,371,https://myanimelist.net/character/192632/Akane_Hououji
Megami no Café Terrace 2nd Season,"Kasukabe, Hayato",Main,33,https://myanimelist.net/character/193207/Hayato_Kasukabe
Megami no Café Terrace 2nd Season,"Makuzawa, Ouka",Main,143,https://myanimelist.net/character/192630/Ouka_Makuzawa
Megami no Café Terrace 2nd Season,"Ono, Shiragiku",Main,74,https://myanimelist.net/character/192631/Shiragiku_Ono
Megami no Café Terrace 2nd Season,"Tsukishima, Riho",Main,132,https://myanimelist.net/character/192633/Riho_Tsukishima
Megami no Café Terrace 2nd Season,"Tsuruga, Ami",Main,61,https://myanimelist.net/character/192634/Ami_Tsuruga
Mikakunin de Shinkoukei,"Mitsumine, Hakuya",Main,177,https://myanimelist.net/character/92877/Hakuya_Mitsumine
Mikakunin de Shinkoukei,"Mitsumine, Mashiro",Main,724,https://myanimelist.net/character/91971/Mashiro_Mitsumine
Mikakunin de Shinkoukei,"Yonomori, Kobeni",Main,679,https://myanimelist.net/character/91969/Kobeni_Yonomori
Mikakunin de Shinkoukei,"Yonomori, Benio",Main,153,https://myanimelist.net/character/91973/Benio_Yonomori
Oda Nobuna no Yabou,"Oda, Nobuna",Main,402,https://myanimelist.net/character/59819/Nobuna_Oda
Oda Nobuna no Yabou,"Sagara, Yoshiharu",Main,87,https://myanimelist.net/character/59817/Yoshiharu_Sagara
Oruchuban Ebichu,Ebichu,Main,389,https://myanimelist.net/character/6689/Ebichu
s.CRY.ed,Kazuma,Main,434,https://myanimelist.net/character/1490/Kazuma
s.CRY.ed,"Ryu, Ryuhou",Main,46,https://myanimelist.net/character/1492/Ryuhou_Ryu
s.CRY.ed,"Yuta, Kanami",Main,19,https://myanimelist.net/character/1491/Kanami_Yuta
Senryuu Shoujo,"Busujima, Eiji",Main,42,https://myanimelist.net/character/157319/Eiji_Busujima
Senryuu Shoujo,"Yukishiro, Nanako",Main,596,https://myanimelist.net/character/161506/Nanako_Yukishiro
Shiro Seijo to Kuro Bokushi,Cecilia,Main,217,https://myanimelist.net/character/188148/Cecilia
Shiro Seijo to Kuro Bokushi,Lawrence,Main,24,https://myanimelist.net/character/188149/Lawrence
Sketchbook: Full Color's,"Kajiwara, Sora",Main,125,https://myanimelist.net/character/5690/Sora_Kajiwara
Whistle!,"Kazamatsuri, Shou",Main,49,https://myanimelist.net/character/4699/Shou_Kazamatsuri
Whistle!,"Sato, Shigeki",Main,23,https://myanimelist.net/character/5845/Shigeki_Sato
Yuuki Yuuna wa Yuusha de Aru,"Inubouzaki, Fuu",Main,72,https://myanimelist.net/character/112073/Fuu_Inubouzaki
Yuuki Yuuna wa Yuusha de Aru,"Inubouzaki, Itsuki",Main,42,https://myanimelist.net/character/112075/Itsuki_Inubouzaki
Yuuki Yuuna wa Yuusha de Aru,"Miyoshi, Karin",Main,126,https://myanimelist.net/character/116119/Karin_Miyoshi
Yuuki Yuuna wa Yuusha de Aru,"Yuuki, Yuuna",Main,474,https://myanimelist.net/character/112071/Yuuna_Yuuki
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Enoshima, Junko",Main,3122,https://myanimelist.net/character/65523/Junko_Enoshima
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Hinata, Hajime",Main,1131,https://myanimelist.net/character/73203/Hajime_Hinata
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Ikusaba, Mukuro",Main,253,https://myanimelist.net/character/78137/Mukuro_Ikusaba
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Kamukura, Izuru",Main,431,https://myanimelist.net/character/87725/Izuru_Kamukura
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Komaeda, Nagito",Main,7247,https://myanimelist.net/character/73227/Nagito_Komaeda
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Nanami, Chiaki",Main,4799,https://myanimelist.net/character/73205/Chiaki_Nanami
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Yukizome, Chisa",Main,98,https://myanimelist.net/character/140127/Chisa_Yukizome
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Tapion,Main,74,https://myanimelist.net/character/9714/Tapion
Hakata Tonkotsu Ramens,"Banba, Zenji",Main,92,https://myanimelist.net/character/153645/Zenji_Banba
Hakata Tonkotsu Ramens,"Lin, Xianming",Main,213,https://myanimelist.net/character/153646/Xianming_Lin
AKB0048,"Kanzaki, Suzuko",Main,17,https://myanimelist.net/character/53431/Suzuko_Kanzaki
AKB0048,"Kishida, Mimori",Main,25,https://myanimelist.net/character/53433/Mimori_Kishida
AKB0048,"Motomiya, Nagisa",Main,126,https://myanimelist.net/character/53441/Nagisa_Motomiya
AKB0048,"Shinonome, Kanata",Main,24,https://myanimelist.net/character/53435/Kanata_Shinonome
AKB0048,"Shinonome, Sonata",Main,47,https://myanimelist.net/character/53437/Sonata_Shinonome
AKB0048,"Sono, Chieri",Main,98,https://myanimelist.net/character/53439/Chieri_Sono
Dakaretai Otoko 1-i ni Odosarete Imasu.,"Azumaya, Junta",Main,432,https://myanimelist.net/character/162718/Junta_Azumaya
Dakaretai Otoko 1-i ni Odosarete Imasu.,"Saijou, Takato",Main,445,https://myanimelist.net/character/162719/Takato_Saijou
Deca-Dence,Kaburagi,Main,162,https://myanimelist.net/character/182091/Kaburagi
Deca-Dence,Natsume,Main,210,https://myanimelist.net/character/182092/Natsume
Kaginado Season 2,"Nakamura, Yuri",Main,3109,https://myanimelist.net/character/22370/Yuri_Nakamura
Kaginado Season 2,"Otonashi, Yuzuru",Main,2942,https://myanimelist.net/character/24502/Yuzuru_Otonashi
Kamichu!,"Hitotsubashi, Yurie",Main,71,https://myanimelist.net/character/1711/Yurie_Hitotsubashi
Kamichu!,"Saegusa, Matsuri",Main,17,https://myanimelist.net/character/11392/Matsuri_Saegusa
Kyokou Suiri Season 2,"Iwanaga, Kotoko",Main,1228,https://myanimelist.net/character/128943/Kotoko_Iwanaga
Kyokou Suiri Season 2,"Sakuragawa, Kurou",Main,93,https://myanimelist.net/character/128944/Kurou_Sakuragawa
Nakitai Watashi wa Neko wo Kaburu,"Hinode, Kento",Main,115,https://myanimelist.net/character/177739/Kento_Hinode
Nakitai Watashi wa Neko wo Kaburu,"Sasaki, Miyo",Main,260,https://myanimelist.net/character/177738/Miyo_Sasaki
Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Himuro, Ayame",Main,661,https://myanimelist.net/character/165457/Ayame_Himuro
Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Yukimura, Shinya",Main,144,https://myanimelist.net/character/165458/Shinya_Yukimura
Ryman's Club,"Miyazumi, Tatsuru",Main,68,https://myanimelist.net/character/202850/Tatsuru_Miyazumi
Ryman's Club,"Shiratori, Mikoto",Main,28,https://myanimelist.net/character/202849/Mikoto_Shiratori
Selector Spread WIXOSS,"Aoi, Akira",Main,92,https://myanimelist.net/character/99839/Akira_Aoi
Selector Spread WIXOSS,"Kominato, Ruuko",Main,128,https://myanimelist.net/character/99833/Ruuko_Kominato
Selector Spread WIXOSS,"Kurebayashi, Yuzuki",Main,60,https://myanimelist.net/character/99835/Yuzuki_Kurebayashi
Selector Spread WIXOSS,Tama,Main,143,https://myanimelist.net/character/99845/Tama
Selector Spread WIXOSS,"Urazoe, Iona",Main,61,https://myanimelist.net/character/99841/Iona_Urazoe
Shigurui,"Fujiki, Gennosuke",Main,145,https://myanimelist.net/character/6202/Gennosuke_Fujiki
Shigurui,"Irako, Seigen",Main,166,https://myanimelist.net/character/6201/Seigen_Irako
Strike Witches: Road to Berlin,"Barkhorn, Gertrud",Main,152,https://myanimelist.net/character/14138/Gertrud_Barkhorn
Strike Witches: Road to Berlin,"Bishop, Lynette",Main,119,https://myanimelist.net/character/7629/Lynette_Bishop
Strike Witches: Road to Berlin,"Clostermann, Perrine H.",Main,115,https://myanimelist.net/character/7628/Perrine_H_Clostermann
Strike Witches: Road to Berlin,"Hartmann, Erica",Main,311,https://myanimelist.net/character/14137/Erica_Hartmann
Strike Witches: Road to Berlin,"Juutilainen, Eila Ilmatar",Main,245,https://myanimelist.net/character/7631/Eila_Ilmatar_Juutilainen
Strike Witches: Road to Berlin,"Litvyak, Sanya V.",Main,384,https://myanimelist.net/character/14139/Sanya_V_Litvyak
Strike Witches: Road to Berlin,"Lucchini, Francesca",Main,238,https://myanimelist.net/character/7632/Francesca_Lucchini
Strike Witches: Road to Berlin,"Miyafuji, Yoshika",Main,234,https://myanimelist.net/character/7626/Yoshika_Miyafuji
Strike Witches: Road to Berlin,"Sakamoto, Mio",Main,151,https://myanimelist.net/character/7627/Mio_Sakamoto
Strike Witches: Road to Berlin,"Wilcke, Minna-Dietlinde",Main,64,https://myanimelist.net/character/14135/Minna-Dietlinde_Wilcke
Strike Witches: Road to Berlin,"Yeager, Charlotte E.",Main,97,https://myanimelist.net/character/7630/Charlotte_E_Yeager
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Aijima, Cecil",Main,155,https://myanimelist.net/character/42886/Cecil_Aijima
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,Camus,Main,104,https://myanimelist.net/character/64881/Camus
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Hijirikawa, Masato",Main,357,https://myanimelist.net/character/40562/Masato_Hijirikawa
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Ichinose, Tokiya",Main,955,https://myanimelist.net/character/40564/Tokiya_Ichinose
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Ittoki, Otoya",Main,706,https://myanimelist.net/character/40561/Otoya_Ittoki
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Jinguuji, Ren",Main,432,https://myanimelist.net/character/40565/Ren_Jinguuji
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Kotobuki, Reiji",Main,142,https://myanimelist.net/character/63181/Reiji_Kotobuki
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Kurosaki, Ranmaru",Main,258,https://myanimelist.net/character/63177/Ranmaru_Kurosaki
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Kurusu, Shou",Main,625,https://myanimelist.net/character/40566/Shou_Kurusu
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Mikaze, Ai",Main,369,https://myanimelist.net/character/63141/Ai_Mikaze
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Ootori, Eiichi",Main,24,https://myanimelist.net/character/85963/Eiichi_Ootori
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Shinomiya, Natsuki",Main,308,https://myanimelist.net/character/40563/Natsuki_Shinomiya
Yuyushiki,"Hinata, Yukari",Main,136,https://myanimelist.net/character/76236/Yukari_Hinata
Yuyushiki,"Ichii, Yui",Main,190,https://myanimelist.net/character/76234/Yui_Ichii
Yuyushiki,"Nonohara, Yuzuko",Main,182,https://myanimelist.net/character/76232/Yuzuko_Nonohara
Senpai wa Otokonoko,"Aoi, Saki",Main,71,https://myanimelist.net/character/207050/Saki_Aoi
Senpai wa Otokonoko,"Hanaoka, Makoto",Main,122,https://myanimelist.net/character/207049/Makoto_Hanaoka
Senpai wa Otokonoko,"Taiga, Ryuuji",Main,54,https://myanimelist.net/character/207051/Ryuuji_Taiga
Sentai Daishikkaku,"Sakurama, Hibiki",Main,17,https://myanimelist.net/character/200773/Hibiki_Sakurama
Sentai Daishikkaku,Sentouin D,Main,74,https://myanimelist.net/character/200772/Sentouin_D
Sentai Daishikkaku,"Suzukiri, Yumeko",Main,121,https://myanimelist.net/character/200774/Yumeko_Suzukiri
The iDOLM@STER Cinderella Girls 2nd Season,"Akagi, Miria",Main,40,https://myanimelist.net/character/96081/Miria_Akagi
The iDOLM@STER Cinderella Girls 2nd Season,Anastasia,Main,273,https://myanimelist.net/character/116901/Anastasia
The iDOLM@STER Cinderella Girls 2nd Season,"Futaba, Anzu",Main,316,https://myanimelist.net/character/70715/Anzu_Futaba
The iDOLM@STER Cinderella Girls 2nd Season,"Honda, Mio",Main,103,https://myanimelist.net/character/71275/Mio_Honda
The iDOLM@STER Cinderella Girls 2nd Season,"Jougasaki, Rika",Main,56,https://myanimelist.net/character/71279/Rika_Jougasaki
The iDOLM@STER Cinderella Girls 2nd Season,"Kanzaki, Ranko",Main,328,https://myanimelist.net/character/71343/Ranko_Kanzaki
The iDOLM@STER Cinderella Girls 2nd Season,"Maekawa, Miku",Main,76,https://myanimelist.net/character/73913/Miku_Maekawa
The iDOLM@STER Cinderella Girls 2nd Season,"Mimura, Kanako",Main,28,https://myanimelist.net/character/75006/Kanako_Mimura
The iDOLM@STER Cinderella Girls 2nd Season,"Moroboshi, Kirari",Main,103,https://myanimelist.net/character/74021/Kirari_Moroboshi
The iDOLM@STER Cinderella Girls 2nd Season,"Ogata, Chieri",Main,27,https://myanimelist.net/character/116891/Chieri_Ogata
The iDOLM@STER Cinderella Girls 2nd Season,Producer,Main,64,https://myanimelist.net/character/122643/Producer
The iDOLM@STER Cinderella Girls 2nd Season,"Shibuya, Rin",Main,389,https://myanimelist.net/character/71273/Rin_Shibuya
The iDOLM@STER Cinderella Girls 2nd Season,"Shimamura, Uzuki",Main,258,https://myanimelist.net/character/70883/Uzuki_Shimamura
The iDOLM@STER Cinderella Girls 2nd Season,"Tada, Riina",Main,25,https://myanimelist.net/character/75008/Riina_Tada
Watashi no Oshi wa Akuyaku Reijou.,"François, Claire",Main,305,https://myanimelist.net/character/187746/Claire_François
Watashi no Oshi wa Akuyaku Reijou.,"Taylor, Rae",Main,397,https://myanimelist.net/character/187745/Rae_Taylor
Afro Samurai: Resurrection,Sio,Main,24,https://myanimelist.net/character/19152/Sio
BNA,"Kagemori, Michiru",Main,1278,https://myanimelist.net/character/176430/Michiru_Kagemori
BNA,"Ogami, Shirou",Main,759,https://myanimelist.net/character/176431/Shirou_Ogami
Ginga Tetsudou no Yoru,Campanella,Main,16,https://myanimelist.net/character/19096/Campanella
Ginga Tetsudou no Yoru,Giovanni,Main,29,https://myanimelist.net/character/19095/Giovanni
Handa-kun,"Kondou, Yukio",Main,36,https://myanimelist.net/character/124865/Yukio_Kondou
