Anime,Character,Role,Favorites,char_url
Hiiro no Kakera 2nd Season,"Kutani, Ryou",Supporting,16,https://myanimelist.net/character/53879/Ryou_Kutani
Hikaru no Go,"Waya, Yoshitaka",Supporting,32,https://myanimelist.net/character/98/Yoshitaka_Waya
Hikaru no Go,"Isumi, Shinichiro",Supporting,29,https://myanimelist.net/character/100/Shinichiro_Isumi
Hikaru no Go,"Ogata, Seiji",Supporting,29,https://myanimelist.net/character/102/Seiji_Ogata
Hikikomari Kyuuketsuki no Monmon,"Memoire, Sakuna",Supporting,45,https://myanimelist.net/character/226597/Sakuna_Memoire
Hikikomari Kyuuketsuki no Monmon,"Cunningham, Nelia",Supporting,21,https://myanimelist.net/character/226596/Nelia_Cunningham
Hikikomari Kyuuketsuki no Monmon,"Bluenight, Millicent",Supporting,20,https://myanimelist.net/character/233757/Millicent_Bluenight
"Himesama ""Goumon"" no Jikan desu",Maou,Supporting,42,https://myanimelist.net/character/180220/Maou
Himouto! Umaru-chan R,"Kongou, Hikari",Supporting,44,https://myanimelist.net/character/130890/Hikari_Kongou
Himouto! Umaru-chan R,"Motoba, Takeshi",Supporting,32,https://myanimelist.net/character/120217/Takeshi_Motoba
Himouto! Umaru-chan R,"Kongou, Kanau",Supporting,26,https://myanimelist.net/character/131207/Kanau_Kongou
Hina Logi: From Luck & Logic,"Asuha, Mana",Supporting,18,https://myanimelist.net/character/135632/Mana_Asuha
Hinamatsuri,Anzu,Supporting,1432,https://myanimelist.net/character/111045/Anzu
Hinamatsuri,"Mishima, Hitomi",Supporting,1099,https://myanimelist.net/character/100421/Hitomi_Mishima
Hinamatsuri,Mao,Supporting,28,https://myanimelist.net/character/158178/Mao
Hinomaruzumou,"Kunisaki, Chihiro",Supporting,20,https://myanimelist.net/character/122215/Chihiro_Kunisaki
Hinomaruzumou,"Gojou, Reina",Supporting,17,https://myanimelist.net/character/122217/Reina_Gojou
Hitoribocchi no Marumaru Seikatsu,"Kurai, Kako",Supporting,23,https://myanimelist.net/character/148608/Kako_Kurai
Hitsugi no Chaika,Fredrica,Supporting,133,https://myanimelist.net/character/100699/Fredrica
Hitsugi no Chaika,"Bohdan, Chaika",Supporting,68,https://myanimelist.net/character/106293/Chaika_Bohdan
Hokuto no Ken 2,Raou,Supporting,569,https://myanimelist.net/character/8738/Raou
Hokuto no Ken 2,Bat,Supporting,20,https://myanimelist.net/character/17907/Bat
Hokuto no Ken Movie,Rei,Supporting,310,https://myanimelist.net/character/5661/Rei
Hokuto no Ken Movie,Jagi,Supporting,77,https://myanimelist.net/character/17796/Jagi
Holo no Graffiti,"Mori, Calliope",Supporting,133,https://myanimelist.net/character/209476/Calliope_Mori
Holo no Graffiti,"Ceres, Fauna",Supporting,104,https://myanimelist.net/character/223303/Fauna_Ceres
Holo no Graffiti,"Watson, Amelia",Supporting,88,https://myanimelist.net/character/212182/Amelia_Watson
Holy Knight Light,Amiya,Supporting,206,https://myanimelist.net/character/190811/Amiya
Holy Knight Light,Exusiai,Supporting,139,https://myanimelist.net/character/190663/Exusiai
Holy Knight Light,Ch'en,Supporting,110,https://myanimelist.net/character/201707/Chen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Benno,Supporting,224,https://myanimelist.net/character/172438/Benno
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Tuuli,Supporting,16,https://myanimelist.net/character/172396/Tuuli
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Sylvester,Supporting,20,https://myanimelist.net/character/202457/Sylvester
Horimiya,"Yoshikawa, Yuki",Supporting,1500,https://myanimelist.net/character/66963/Yuki_Yoshikawa
Horimiya,"Hori, Kyousuke",Supporting,1057,https://myanimelist.net/character/91371/Kyousuke_Hori
Horimiya,"Sawada, Honoka",Supporting,431,https://myanimelist.net/character/72459/Honoka_Sawada
Hoshi no Kirby,Meta Knight,Supporting,136,https://myanimelist.net/character/5472/Meta_Knight
Hoshi no Kirby,Escargon,Supporting,23,https://myanimelist.net/character/19979/Escargon
Hoshi no Kirby,Chef Kawasaki,Supporting,16,https://myanimelist.net/character/51801/Chef_Kawasaki
Hoshi wo Ou Kodomo,Mimi,Supporting,45,https://myanimelist.net/character/52851/Mimi
Hoshi wo Ou Kodomo,Shun,Supporting,33,https://myanimelist.net/character/39436/Shun
Hoshizora e Kakaru Hashi,"Hoshino, Ayumu",Supporting,18,https://myanimelist.net/character/39702/Ayumu_Hoshino
Hotarubi no Mori e,Mother Takegawa,Supporting,20,https://myanimelist.net/character/60689/Mother_Takegawa
Hotarubi no Mori e,Ryouta,Supporting,19,https://myanimelist.net/character/60691/Ryouta
Houkago Shounen Hanako-kun,"Mitsuba, Sousuke",Supporting,2191,https://myanimelist.net/character/171859/Sousuke_Mitsuba
Houkago Shounen Hanako-kun,"Yugi, Tsukasa",Supporting,770,https://myanimelist.net/character/175859/Tsukasa_Yugi
Houkago Shounen Hanako-kun,Tsuchigomori,Supporting,704,https://myanimelist.net/character/174024/Tsuchigomori
Houseki no Kuni,Antarcticite,Supporting,901,https://myanimelist.net/character/123177/Antarcticite
Houseki no Kuni,Diamond,Supporting,654,https://myanimelist.net/character/123151/Diamond
Houseki no Kuni,Cinnabar,Supporting,615,https://myanimelist.net/character/110357/Cinnabar
Howl no Ugoku Shiro,Calcifer,Supporting,2313,https://myanimelist.net/character/6752/Calcifer
Howl no Ugoku Shiro,Turnip Head,Supporting,649,https://myanimelist.net/character/4987/Turnip_Head
Howl no Ugoku Shiro,Heen,Supporting,162,https://myanimelist.net/character/12188/Heen
Hunter x Hunter (2011),"Morow, Hisoka",Supporting,35136,https://myanimelist.net/character/31/Hisoka_Morow
Hunter x Hunter (2011),Meruem,Supporting,17244,https://myanimelist.net/character/23277/Meruem
Hunter x Hunter (2011),"Lucilfer, Chrollo",Supporting,9785,https://myanimelist.net/character/58/Chrollo_Lucilfer
Hyakka Ryouran: Samurai Girls,"Naoe, Kanetsugu",Supporting,47,https://myanimelist.net/character/34345/Kanetsugu_Naoe
Hyakka Ryouran: Samurai Girls,"Yagyuu, Gisen",Supporting,37,https://myanimelist.net/character/34367/Gisen_Yagyuu
Hyouka,"Irisu, Fuyumi",Supporting,113,https://myanimelist.net/character/56157/Fuyumi_Irisu
Hyouka,"Oreki, Tomoe",Supporting,32,https://myanimelist.net/character/56161/Tomoe_Oreki
Hyouka,"Juumonji, Kaho",Supporting,23,https://myanimelist.net/character/59967/Kaho_Juumonji
Hyouken no Majutsushi ga Sekai wo Suberu,"Caroline, Carol",Supporting,22,https://myanimelist.net/character/220332/Carol_Caroline
IDOLiSH7 Third Beat! Part 2,"Kujou, Tenn",Supporting,439,https://myanimelist.net/character/133750/Tenn_Kujou
IDOLiSH7 Third Beat! Part 2,"Yaotome, Gaku",Supporting,328,https://myanimelist.net/character/133752/Gaku_Yaotome
IDOLiSH7 Third Beat! Part 2,"Sunohara, Momose",Supporting,323,https://myanimelist.net/character/142523/Momose_Sunohara
IS: Infinite Stratos,"Orimura, Chifuyu",Supporting,140,https://myanimelist.net/character/38343/Chifuyu_Orimura
IS: Infinite Stratos,"Shinonono, Tabane",Supporting,67,https://myanimelist.net/character/40976/Tabane_Shinonono
IS: Infinite Stratos,"Nohotoke, Honne",Supporting,53,https://myanimelist.net/character/40844/Honne_Nohotoke
IS: Infinite Stratos 2,"Sarashiki, Kanzashi",Supporting,28,https://myanimelist.net/character/57261/Kanzashi_Sarashiki
Ichiban Ushiro no Daimaou,Peterhausen,Supporting,64,https://myanimelist.net/character/32615/Peterhausen
Ichiban Ushiro no Daimaou,"Shiraishi, Lily",Supporting,46,https://myanimelist.net/character/32152/Lily_Shiraishi
Idaten Jump,"Shido, Kyoichi",Supporting,41,https://myanimelist.net/character/50151/Kyoichi_Shido
Idol Time PriPara,"Ageha, Mia",Supporting,27,https://myanimelist.net/character/57199/Mia_Ageha
Idoly Pride,"Igawa, Aoi",Supporting,29,https://myanimelist.net/character/186193/Aoi_Igawa
"Ijiranaide, Nagatoro-san 2nd Attack","Gamou, Maki",Supporting,235,https://myanimelist.net/character/169210/Maki_Gamou
"Ijiranaide, Nagatoro-san 2nd Attack","Sunomiya, Sana",Supporting,225,https://myanimelist.net/character/183809/Sana_Sunomiya
"Ijiranaide, Nagatoro-san 2nd Attack",Yoshi,Supporting,208,https://myanimelist.net/character/167278/Yoshi
Ikkitousen: Dragon Destiny,"Chou'un, Shiryuu",Supporting,82,https://myanimelist.net/character/14702/Shiryuu_Chouun
Ikkitousen: Xtreme Xecutor,"Ryofu, Housen",Supporting,195,https://myanimelist.net/character/5203/Housen_Ryofu
Imouto sae Ireba Ii.,"Oono, Ashley",Supporting,30,https://myanimelist.net/character/126631/Ashley_Oono
"Inari, Konkon, Koi Iroha.",Kon,Supporting,34,https://myanimelist.net/character/86311/Kon
Inazuma Eleven Go,"Midorikawa, Ryuuji",Supporting,71,https://myanimelist.net/character/32307/Ryuuji_Midorikawa
Inazuma Eleven Go,"Tachimukai, Yuuki",Supporting,52,https://myanimelist.net/character/31776/Yuuki_Tachimukai
Inazuma Eleven Go,"Saginuma, Osamu",Supporting,18,https://myanimelist.net/character/32155/Osamu_Saginuma
Inazuma Eleven Go: Chrono Stone,"Nanobana, Kinako",Supporting,63,https://myanimelist.net/character/68935/Kinako_Nanobana
Inazuma Eleven Go: Chrono Stone,Beta,Supporting,52,https://myanimelist.net/character/67197/Beta
Inazuma Eleven Go: Chrono Stone,"Amemiya, Taiyou",Supporting,35,https://myanimelist.net/character/55443/Taiyou_Amemiya
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Fubuki, Shirou",Supporting,1112,https://myanimelist.net/character/26939/Shirou_Fubuki
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Gouenji, Shuuya",Supporting,716,https://myanimelist.net/character/16413/Shuuya_Gouenji
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Kidou, Yuuto",Supporting,444,https://myanimelist.net/character/22737/Yuuto_Kidou
Inazuma Eleven: Ares no Tenbin,"Nagumo, Haruya",Supporting,32,https://myanimelist.net/character/31772/Haruya_Nagumo
Inazuma Eleven: Ares no Tenbin,"Suzuno, Fuusuke",Supporting,31,https://myanimelist.net/character/31771/Fuusuke_Suzuno
Inazuma Eleven: Ares no Tenbin,"Yagami, Reina",Supporting,19,https://myanimelist.net/character/36807/Reina_Yagami
Inazuma Eleven: Orion no Kokuin,"Fubuki, Atsuya",Supporting,59,https://myanimelist.net/character/38599/Atsuya_Fubuki
Inazuma Eleven: Orion no Kokuin,"Genda, Koujirou",Supporting,20,https://myanimelist.net/character/32309/Koujirou_Genda
Inazuma Eleven: Orion no Kokuin,"Kira, Hiroto",Supporting,19,https://myanimelist.net/character/164843/Hiroto_Kira
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Kiyama, Hiroto",Supporting,341,https://myanimelist.net/character/31943/Hiroto_Kiyama
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Afuro, Terumi",Supporting,331,https://myanimelist.net/character/31006/Terumi_Afuro
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Raimon, Natsumi",Supporting,38,https://myanimelist.net/character/31783/Natsumi_Raimon
Initial D Final Stage,"Sudou, Kyouichi",Supporting,104,https://myanimelist.net/character/2823/Kyouichi_Sudou
Initial D Final Stage,"Houjou, Rin",Supporting,30,https://myanimelist.net/character/81127/Rin_Houjou
Initial D Final Stage,"Akiyama, Wataru",Supporting,16,https://myanimelist.net/character/35977/Wataru_Akiyama
Initial D First Stage,"Fujiwara, Bunta",Supporting,1892,https://myanimelist.net/character/2820/Bunta_Fujiwara
Initial D First Stage,"Takahashi, Ryousuke",Supporting,1773,https://myanimelist.net/character/2821/Ryousuke_Takahashi
Initial D First Stage,"Takahashi, Keisuke",Supporting,640,https://myanimelist.net/character/2822/Keisuke_Takahashi
Initial D Fourth Stage,"Iwase, Kyouko",Supporting,61,https://myanimelist.net/character/10449/Kyouko_Iwase
Inou-Battle wa Nichijou-kei no Naka de,"Kudou, Mirei",Supporting,103,https://myanimelist.net/character/111615/Mirei_Kudou
Inou-Battle wa Nichijou-kei no Naka de,"Kiryuu, Hajime",Supporting,18,https://myanimelist.net/character/111613/Hajime_Kiryuu
Inu to Hasami wa Tsukaiyou,"Hiiragi, Suzuna",Supporting,29,https://myanimelist.net/character/80959/Suzuna_Hiiragi
Inu x Boku SS,"Roromiya, Karuta",Supporting,1050,https://myanimelist.net/character/28947/Karuta_Roromiya
Inu x Boku SS,"Natsume, Zange",Supporting,289,https://myanimelist.net/character/48201/Zange_Natsume
Inu x Boku SS,"Shoukiin, Kagerou",Supporting,237,https://myanimelist.net/character/48221/Kagerou_Shoukiin
InuYasha: Kanketsu-hen,Sesshoumaru,Supporting,7097,https://myanimelist.net/character/1358/Sesshoumaru
InuYasha: Kanketsu-hen,Kikyou,Supporting,1168,https://myanimelist.net/character/1359/Kikyou
InuYasha: Kanketsu-hen,Kouga,Supporting,426,https://myanimelist.net/character/1371/Kouga
Irozuku Sekai no Ashita kara,"Kazano, Asagi",Supporting,31,https://myanimelist.net/character/163787/Asagi_Kazano
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Sylvie,Supporting,92,https://myanimelist.net/character/149348/Sylvie
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Krebskulm,Supporting,85,https://myanimelist.net/character/163312/Krebskulm
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Edelgard,Supporting,69,https://myanimelist.net/character/162776/Edelgard
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Rose,Supporting,44,https://myanimelist.net/character/180607/Rose
Isekai Nonbiri Nouka,Kuro,Supporting,23,https://myanimelist.net/character/224392/Kuro
Isekai Nonbiri Nouka,Hakuren,Supporting,22,https://myanimelist.net/character/225446/Hakuren
Isekai Quartet,"Alpha, Yuri",Supporting,60,https://myanimelist.net/character/118351/Yuri_Alpha
Isekai Quartet 2,"Beta, Lupusregina",Supporting,368,https://myanimelist.net/character/118353/Lupusregina_Beta
Isekai Quartet 2,"Epsilon, Solution",Supporting,78,https://myanimelist.net/character/118355/Solution_Epsilon
Isekai Suicide Squad,Joker,Supporting,63,https://myanimelist.net/character/157166/Joker
Isekai Yakkyoku,Élisabeth II,Supporting,19,https://myanimelist.net/character/180205/Élisabeth_II
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",Luna,Supporting,41,https://myanimelist.net/character/215926/Luna
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","Kazama, Kaede",Supporting,32,https://myanimelist.net/character/215932/Kaede_Kazama
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",Night,Supporting,28,https://myanimelist.net/character/215930/Night
Isekai wa Smartphone to Tomo ni. 2,Kohaku,Supporting,129,https://myanimelist.net/character/151209/Kohaku
Isekai wa Smartphone to Tomo ni. 2,"Elnea Ortlinde, Sushie",Supporting,48,https://myanimelist.net/character/151207/Sushie_Elnea_Ortlinde
Isekai wa Smartphone to Tomo ni. 2,God,Supporting,46,https://myanimelist.net/character/152616/God
Ishura,Rankai Ryoureki Nihilo,Supporting,16,https://myanimelist.net/character/230656/Rankai_Ryoureki_Nihilo
Island,"Ohara, Kuon",Supporting,49,https://myanimelist.net/character/162568/Kuon_Ohara
Isshuukan Friends.,"Yamagishi, Saki",Supporting,171,https://myanimelist.net/character/101399/Saki_Yamagishi
Isshuukan Friends.,"Kiryuu, Shougo",Supporting,167,https://myanimelist.net/character/95199/Shougo_Kiryuu
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Syrup,Supporting,132,https://myanimelist.net/character/179993/Syrup
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Kanade,Supporting,82,https://myanimelist.net/character/176748/Kanade
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Kasumi,Supporting,67,https://myanimelist.net/character/176747/Kasumi
Itazura na Kiss,"Irie, Noriko",Supporting,101,https://myanimelist.net/character/12633/Noriko_Irie
Itazura na Kiss,"Irie, Yuuki",Supporting,33,https://myanimelist.net/character/11864/Yuuki_Irie
Itazura na Kiss,"Ikezawa, Kinnosuke",Supporting,20,https://myanimelist.net/character/12649/Kinnosuke_Ikezawa
Itsudatte Bokura no Koi wa 10 cm Datta.,"Hayasaka, Akari",Supporting,183,https://myanimelist.net/character/124942/Akari_Hayasaka
Itsudatte Bokura no Koi wa 10 cm Datta.,"Setoguchi, Yuu",Supporting,113,https://myanimelist.net/character/124939/Yuu_Setoguchi
Itsudatte Bokura no Koi wa 10 cm Datta.,"Enomoto, Natsuki",Supporting,89,https://myanimelist.net/character/124940/Natsuki_Enomoto
Jahy-sama wa Kujikenai!,Druj,Supporting,64,https://myanimelist.net/character/172704/Druj
Jahy-sama wa Kujikenai!,Store Manager,Supporting,64,https://myanimelist.net/character/188208/Store_Manager
Jahy-sama wa Kujikenai!,Saurva,Supporting,54,https://myanimelist.net/character/182980/Saurva
Jaku-Chara Tomozaki-kun,"Nanami, Minami",Supporting,651,https://myanimelist.net/character/165742/Minami_Nanami
Jaku-Chara Tomozaki-kun,"Kikuchi, Fuuka",Supporting,354,https://myanimelist.net/character/179646/Fuuka_Kikuchi
Jaku-Chara Tomozaki-kun,"Izumi, Yuzu",Supporting,27,https://myanimelist.net/character/179648/Yuzu_Izumi
Jashin-chan Dropkick X,"Hatsune, Miku",Supporting,4554,https://myanimelist.net/character/7156/Miku_Hatsune
Jashin-chan Dropkick',Pekora,Supporting,129,https://myanimelist.net/character/129235/Pekora
Jashin-chan Dropkick',Medusa,Supporting,52,https://myanimelist.net/character/129236/Medusa
Jashin-chan Dropkick',Minos,Supporting,42,https://myanimelist.net/character/159067/Minos
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,Hulemy,Supporting,31,https://myanimelist.net/character/166058/Hulemy
Jigoku Sensei Nube,Yukime,Supporting,27,https://myanimelist.net/character/6818/Yukime
Jigoku Shoujo: Yoi no Togi,"Shibata, Tsugumi",Supporting,31,https://myanimelist.net/character/4066/Tsugumi_Shibata
Jigokuraku,Yuzuriha,Supporting,611,https://myanimelist.net/character/185983/Yuzuriha
Jigokuraku,"Yamada Asaemon, Shion",Supporting,465,https://myanimelist.net/character/173087/Shion_Yamada_Asaemon
Jigokuraku,"Aza, Choubei",Supporting,291,https://myanimelist.net/character/175450/Choubei_Aza
Jitsu wa Watashi wa,"Shishido, Shiho",Supporting,29,https://myanimelist.net/character/126306/Shiho_Shishido
Jitsu wa Watashi wa,"Koumoto, Akari",Supporting,20,https://myanimelist.net/character/126305/Akari_Koumoto
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Anne,Supporting,32,https://myanimelist.net/character/106407/Anne
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Forever,Supporting,21,https://myanimelist.net/character/104601/Forever
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Horse, Hol",Supporting,277,https://myanimelist.net/character/16557/Hol_Horse
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Boingo,Supporting,55,https://myanimelist.net/character/79703/Boingo
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"D'Arby, Daniel",Supporting,44,https://myanimelist.net/character/72735/Daniel_DArby
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Joestar, Joseph",Supporting,41530,https://myanimelist.net/character/6356/Joseph_Joestar
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Sugimoto, Reimi",Supporting,307,https://myanimelist.net/character/90605/Reimi_Sugimoto
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Yamagishi, Yukako",Supporting,257,https://myanimelist.net/character/42158/Yukako_Yamagishi
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Kuujou, Joutarou",Supporting,26108,https://myanimelist.net/character/4003/Joutarou_Kuujou
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Polnareff, Jean-Pierre",Supporting,4588,https://myanimelist.net/character/4368/Jean-Pierre_Polnareff
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Hirose, Kouichi",Supporting,1284,https://myanimelist.net/character/24496/Kouichi_Hirose
Josee to Tora to Sakana-tachi,"Ninomiya, Mai",Supporting,226,https://myanimelist.net/character/185512/Mai_Ninomiya
Josee to Tora to Sakana-tachi,"Matsuura, Hayato",Supporting,29,https://myanimelist.net/character/185513/Hayato_Matsuura
Josee to Tora to Sakana-tachi,"Kishimoto, Kana",Supporting,19,https://myanimelist.net/character/185514/Kana_Kishimoto
Journey to Bloom,"Kagamine, Len",Supporting,901,https://myanimelist.net/character/9274/Len_Kagamine
Journey to Bloom,"Kagamine, Rin",Supporting,723,https://myanimelist.net/character/9272/Rin_Kagamine
Journey to Bloom,"Megurine, Luka",Supporting,673,https://myanimelist.net/character/19274/Luka_Megurine
Jujutsu Kaisen,"Hakari, Kinji",Supporting,870,https://myanimelist.net/character/203839/Kinji_Hakari
Jujutsu Kaisen,"Orimoto, Rika",Supporting,64,https://myanimelist.net/character/189234/Rika_Orimoto
Jujutsu Kaisen 2nd Season,"Nanami, Kento",Supporting,12319,https://myanimelist.net/character/164473/Kento_Nanami
Jujutsu Kaisen 2nd Season,"Ryoumen, Sukuna",Supporting,12319,https://myanimelist.net/character/175198/Sukuna_Ryoumen
Jujutsu Kaisen 2nd Season,"Zenin, Maki",Supporting,8870,https://myanimelist.net/character/164482/Maki_Zenin
Junjou Romantica,"Isaka, Ryuuichirou",Supporting,26,https://myanimelist.net/character/13884/Ryuuichirou_Isaka
K,"Weismann, Adolf K.",Supporting,69,https://myanimelist.net/character/70863/Adolf_K_Weismann
K-On! Movie,"Hirasawa, Ui",Supporting,711,https://myanimelist.net/character/19571/Ui_Hirasawa
K-On! Movie,"Yamanaka, Sawako",Supporting,430,https://myanimelist.net/character/19569/Sawako_Yamanaka
K-On! Movie,"Manabe, Nodoka",Supporting,228,https://myanimelist.net/character/19570/Nodoka_Manabe
K: Return of Kings,"Suou, Mikoto",Supporting,3440,https://myanimelist.net/character/64597/Mikoto_Suou
K: Return of Kings,"Yata, Misaki",Supporting,1466,https://myanimelist.net/character/64631/Misaki_Yata
K: Return of Kings,"Fushimi, Saruhiko",Supporting,1221,https://myanimelist.net/character/64621/Saruhiko_Fushimi
Kabukichou Sherlock,"Moriarty, James",Supporting,39,https://myanimelist.net/character/167533/James_Moriarty
Kage no Jitsuryokusha ni Naritakute!,Beatrix,Supporting,73,https://myanimelist.net/character/194195/Beatrix
Kage no Jitsuryokusha ni Naritakute!,"Barnett, Sherry",Supporting,32,https://myanimelist.net/character/194193/Sherry_Barnett
Kage no Jitsuryokusha ni Naritakute! 2nd Season,Delta,Supporting,1716,https://myanimelist.net/character/194185/Delta
Kage no Jitsuryokusha ni Naritakute! 2nd Season,Alpha,Supporting,663,https://myanimelist.net/character/194178/Alpha
Kage no Jitsuryokusha ni Naritakute! 2nd Season,Beta,Supporting,397,https://myanimelist.net/character/194179/Beta
Kaginado Season 2,"Tachibana, Kanade",Supporting,14051,https://myanimelist.net/character/22369/Kanade_Tachibana
Kaginado Season 2,Yui,Supporting,3055,https://myanimelist.net/character/24515/Yui
Kaginado Season 2,T.K.,Supporting,2332,https://myanimelist.net/character/24509/TK
Kaguya-hime no Monogatari,Me no Warawa,Supporting,75,https://myanimelist.net/character/105479/Me_no_Warawa
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Fujiwara, Toyomi",Supporting,25,https://myanimelist.net/character/174784/Toyomi_Fujiwara
Kaguya-sama wa Kokurasetai: Ultra Romantic,"Hayasaka, Ai",Supporting,12991,https://myanimelist.net/character/143196/Ai_Hayasaka
Kaguya-sama wa Kokurasetai: Ultra Romantic,"Shirogane, Kei",Supporting,1056,https://myanimelist.net/character/161287/Kei_Shirogane
Kaguya-sama wa Kokurasetai: Ultra Romantic,"Shirogane, Father",Supporting,845,https://myanimelist.net/character/167438/Father_Shirogane
Kai Byoui Ramune,"Aona, Shun",Supporting,25,https://myanimelist.net/character/193440/Shun_Aona
Kaiba,Chroniko,Supporting,187,https://myanimelist.net/character/12632/Chroniko
Kaiba,Vanilla,Supporting,68,https://myanimelist.net/character/13029/Vanilla
Kaiba,Hyo-hyo,Supporting,34,https://myanimelist.net/character/16529/Hyo-hyo
Kaijuu 8-gou,"Ashiro, Mina",Supporting,230,https://myanimelist.net/character/187500/Mina_Ashiro
Kaijuu 8-gou,"Narumi, Gen",Supporting,147,https://myanimelist.net/character/198940/Gen_Narumi
Kaijuu 8-gou,"Okonogi, Konomi",Supporting,19,https://myanimelist.net/character/208766/Konomi_Okonogi
Kaijuu no Kodomo,Anglade,Supporting,77,https://myanimelist.net/character/29424/Anglade
Kaitou Joker 2nd Season,"Joker, Shadow",Supporting,17,https://myanimelist.net/character/118681/Shadow_Joker
Kaizoku Oujo,Yukimaru,Supporting,147,https://myanimelist.net/character/198402/Yukimaru
Kaizoku Oujo,Shitan,Supporting,29,https://myanimelist.net/character/198403/Shitan
Kaizoku Oujo,Karin,Supporting,22,https://myanimelist.net/character/198404/Karin
Kakegurui,"Ikishima, Midari",Supporting,2076,https://myanimelist.net/character/123915/Midari_Ikishima
Kakegurui,"Momobami, Kirari",Supporting,1729,https://myanimelist.net/character/123913/Kirari_Momobami
Kakegurui,"Yomozuki, Runa",Supporting,1034,https://myanimelist.net/character/137620/Runa_Yomozuki
Kakegurui Twin,"Juraku, Sachiko",Supporting,48,https://myanimelist.net/character/137624/Sachiko_Juraku
Kakegurui Twin,"Sado, Mikura",Supporting,18,https://myanimelist.net/character/211877/Mikura_Sado
Kakegurui××,"Batsubami, Rei",Supporting,200,https://myanimelist.net/character/168192/Rei_Batsubami
Kakegurui××,"Obami, Ibara",Supporting,36,https://myanimelist.net/character/155877/Ibara_Obami
Kakegurui××,"Honebami, Miroslava",Supporting,24,https://myanimelist.net/character/151235/Miroslava_Honebami
Kakumeiki Valvrave 2nd Season,"Renbokouji, Akira",Supporting,43,https://myanimelist.net/character/79429/Akira_Renbokouji
Kakumeiki Valvrave 2nd Season,"Kirschbaum, A-drei",Supporting,22,https://myanimelist.net/character/80349/A-drei_Kirschbaum
Kakuriyo no Yadomeshi,Chibi,Supporting,52,https://myanimelist.net/character/160622/Chibi
Kakuriyo no Yadomeshi,Akatsuki,Supporting,17,https://myanimelist.net/character/158558/Akatsuki
Kami no Tou: Koubou-sen,"Khun, Aguero Agnes",Supporting,4278,https://myanimelist.net/character/176657/Aguero_Agnes_Khun
Kami no Tou: Koubou-sen,"Jahad, Endorsi",Supporting,1238,https://myanimelist.net/character/175865/Endorsi_Jahad
Kami no Tou: Koubou-sen,"Wraithraiser, Rak",Supporting,1222,https://myanimelist.net/character/175704/Rak_Wraithraiser
Kami no Tou: Ouji no Kikan,"Jahad, Ha Yuri",Supporting,978,https://myanimelist.net/character/175866/Ha_Yuri_Jahad
Kami no Tou: Ouji no Kikan,"Mazino, Urek",Supporting,483,https://myanimelist.net/character/175892/Urek_Mazino
Kami no Tou: Ouji no Kikan,Rachel,Supporting,334,https://myanimelist.net/character/175893/Rachel
Kami-tachi ni Hirowareta Otoko,Miya,Supporting,23,https://myanimelist.net/character/184132/Miya
Kamichama Karin,Suzune,Supporting,30,https://myanimelist.net/character/5665/Suzune
